type,text,reading,meaning,note
sentence,夫如是則思患而預防之者면 何患之有哉리오,부여시즉사환이예방지자면 하환지유재리오,무릇 이와 같다면 질병이 드는 것을 생각해서 미리 그것을 막는다면 어떤 질병이 있겠는가,之: 대명사로 쓰임. 患(근심 환) 의미 / 何患之有哉: 有何患(유하환. 어떤 질병이 있다)를 도치시켜 의문형으로 바꾼 것. 이를 나타내기 위해 之를 추가했다.
sentence,此聖人不治已病治未病之意也라,차성인불치이병치미병지의야라,이것이 성인이 이미 병든 것을 치료하지 않고 아직 병들지 않은 것을 치료한 뜻이다.,
sentence,嘗云 備土以防水也에 若不以閉塞其涓涓之流면,상운 비토이방수야에 약불이폐색기연연지류면,일찍이 이르기를 흙을 준비해 이로써 물을 막는 데에 있어서 만약 이로써 (흙을 가지고) 그 졸졸 흐르는 시냇물을 막지 않는다면,
sentence,則滔天之勢不能遏하고,즉도천지세불능알하고,도천지세(하늘까지 넘쳐 흐르는 물)를 막을 수 없고,
sentence,備水以防火也에 若不以撲滅其熒熒之光이면,비수이방화야에 약불이박멸기형형지광이면,물을 준비해서 이로써 불을 막는 데에 있어 만약 그 형형지광(깜빡거리는 불)을 완전히 없애지 않는다면,
sentence,則燎原之焰不能止라,즉요원지염불능지라,요원지염(언덕을 불사르는 불)을 없애지 못할 것이다.,
sentence,其水火旣盛도 尙不能止遏이어늘,기수화기성도 상불능지알이어늘,그 물이나 불이 이미 왕성한 것도 막을 수 없거늘,
sentence,況病之已成에 豈能治歟리오,황병지이성에 기능치여리오,하물며 병이 이미 이루어졌을 때 어찌 능히 치료할 수 있겠는가,
sentence,故로 宜夜臥早起於發陳之春하고 早起夜臥於蕃秀之夏하야,고로 의야와조기어발진지춘하고 조기야와어번수지하하야,"고로 마땅히 발진의 봄에는 밤에 자고 일찍 일어나야 하고, 번수의 여름에는 일찍 일어나고 밤에 자야 하며 (해가 떠있을 때 활동해야 한다)",發陳之春(발진지춘): 기운이 펼쳐지는 봄 / 蕃秀之夏(번수지하): 기운이 무성하게 뻗어나가는 여름
sentence,以之緩形無怒而逐其志하고 以之食凉食寒而養其陽이니,이지완형무노이축기지하고 이지식량식한이양기양이니,"이로써 형체를 느슨하게 하고 의지를 꺾지 않고 그 의지를 따르고, 이로써 서늘한 것을 먹어 양을 길러야 하니","cf. 저자는 항상 인체에 양은 넘치는데 음은 부족하다고 생각했다. 봄에는 양이 바깥으로 발산되는 것이 자연스러운데, 그러려면 내부에 서늘한 것이 채워져야 된다고 생각했다. / 怒(성낼 노): 의지를 꺾어내는 것을 怒라고 표현"
sentence,聖人春夏治未病者如此요,성인춘하치미병자여차요,"성인이 봄, 여름에 아직 병들지 않은 것을 치료하는 것이 이와 같다.",
sentence,與雞俱興於容平之秋하고 必待日光於閉藏之冬하야,여계구흥어용평지추하고 필대일광어폐장지동하야,"용평의 가을에는 닭과 더불어 함께 일어나고, 폐장의 겨울에는 반드시 햇볕을 기다려야 한다.",容(용): 받아들이다. 수용하다 / 容平之秋(용평지추): 기운을 수렴하고 받아들여 평탄화시키는 가을 / 閉藏之冬(폐장지동): 닫고 저장하는 겨울
sentence,以之斂神匿志而私其意하고 以之食溫食熱而養其陰이니,이지렴신닉지이사기의하고 이지식온식열이양기음이니,"이로써 정신을 수렴하고 의지를 숨겨 그 뜻을 사사롭게 간직하고, 이로써 따뜻하고 뜨거운 것을 먹어 음을 길러야 하니","cf. 봄, 여름에는 계획을 세우고 뻗어나가게 만들었다면 가을, 겨울에는 수렴시키고 얻은 것처럼 여겨야 된다."
sentence,聖人秋冬治未病者如此라,성인추동치미병자여차라,"성인이 가을, 겨울에 아직 병들지 않은 것을 치료하는 것이 이와 같다.",
sentence,或이 曰 “見肝之病에 先實其脾藏之虛면 則木邪不能傳하고,혹이 왈 견간지병에 선실기비장지허면 즉목사불능전하고,"혹자가 말하길, ""간의 병(문맥상 간의 기운이 실해서 병이 드는 것)을 보고서 그 비장의 허를 먼저 실하게 하면 곧 목사(간의 사기)가 전해질 수 없을 것이고(극토)",
sentence,見右頰之赤에 先瀉其肺經之熱이면 則金邪不能盛하니,견우협지적에 선사기폐경지열이면 즉금사불능성하니,오른쪽 뺨의 붉은 기운을 보고서 그 폐 경맥의 열을 먼저 사한다면 곧 금사(폐의 사기)가 왕성해질 수 없을 것이니,
sentence,此乃 治未病之法이어늘,차내 치미병지법이어늘,이것이 바로 아직 병들지 않은 상황을 다스리는 방법이거늘,
sentence,今以 順四時調養神志 而爲 治未病 者는 是何意耶오”,금이 순사시조양신지 이위 치미병 자는 시하의야오,지금 사시를 따르고(계절에 맞춰 섭생하고) 신지(정신적 부분)를 조절하고 기르는 것(조양)을 가지고 아직 병들지 않은 것을 치료하는 것으로 여기는 것은 어떤 의미입니까?,以A爲B: A를 가지고 B로 여기다.
sentence,蓋保身長全者는 所以爲 聖人之道요,개보신장전자는 소이위 성인지도요,대개 몸을 보존하여서 오래도록 온전하게 하는 것은 성인의 도를 하는 방법이고,所以: ~하는 방법 / 長(길 장): 오래(부사)
sentence,治病十全者는 所以爲 上工之術이라,치병십전자는 소이위 상공지술이라,병을 치료하여 모든 것을 온전하게 하는 것은 상공의 술을 하는 방법이다.,長全(장전): 살면서 죽을때까지 온전한 삶을 살게 하는 것 <-> 十全(십전): 병에 걸렸을 때 치료하여 온전하게 하는 것 / 聖人(성인): 높은 차원의 기준을 주는 존재 <-> 上工(상공): 뛰어난 의사 / 道(도): 원리 원칙 <-> 術(술): 구체적인 기술적 측면
sentence,不治已病治未病之說은 著於四氣調神大論하니 厥有旨哉인저,불치이병치미병지설은 저어사기조신대론하니 궐유지재인저,불치이병치미병이라는 논의는 사기조신대론(황제내경의 편명)에 저술되어 있으니 그곳에 뜻이 있지 않은가,厥(그 궐): 其(그 기)와 통용 / 旨(뜻 지): 속뜻. 깊은 뜻
sentence,昔 黃帝與天師難疑問答之書가 未嘗不以攝養爲先하니,석 황제여천사난의문답지서가 미상불이섭양위선하니,황제와 천사가 어렵고 의문나는 것을 묻고 답하는 책(황제내경)이 일찍이 섭생하고 양생하는 것을 우선시하지 않은 적이 없으니 (매번 섭양을 우선시했다),以A爲B: A를 가지고 B로 여기다. / 황제내경: 황제가 문하고 기백(천사의 지위)이 답하는 내용. 한의학의 시초. 항상 섭양을 강조함.
sentence,始論乎天眞하고 次論乎調神하야,시론호천진하고 차론호조신하야,천진에 대해 처음에 논하고 그 다음 조신에 대해 논하여서,
sentence,旣以法於陰陽 而繼之以調四氣하고,기이법어음양 이계지이조사기하고,이미(먼저. 먼저) 음양을 본받는 것으로써 설명하고 그것을 이어서 조사기를 가지고 이어주고 (이미 법어음양한다고 해놓고 이어서 조사기한다고 하고),旣~而繼之: 이미 ~하고 이어서
sentence,旣曰 食欲有節 而又繼之以 起居有常 하야,기왈 식욕유절 이우계지이 기거유상 하야,이미 식욕에 절제가 있어야 한다 하고 또 이어서 기거에 일정함이 있어야 한다고 이어주어,
sentence,諄諄然以養身爲急務者는,순순연이양신위급무자는,간절하게 양생을 가지고서 급무로 여긴 것은,諄諄然: 간절하게 타이르는 모습 / 以A爲B: A를 가지고 B로 여기다.
sentence,意欲 治 未然之病 하야 無使至於 已病難圖 也라,의욕 치 미연지병 하야 무사지어 이병난도 야라,그 뜻이 아직 그러하지 않은 병을 치료하여서 (사람들로) 하여금 이미 병들어 도모하기 어려운 (치료 전략을 짜기 어려운) 상태로 이르지 않게 하고자 함이다.,
sentence,厥後에 秦緩이 達於此하야,궐후에 진완이 달어차하야,그 후에(황제내경이 있은 뒤에) 진완이 이것에 통달하여,秦緩(진완): 전설적인 의사. 醫緩(의완)이라고도 불림.
sentence,見晉侯가 病在膏肓하고 語之曰 不可爲也라하고,견진후가 병재고황하고 어지왈 불가위야라하고,진나라의 제후가 병이 고황에 있는 것을 보고서 어찌할 수 없다고 하고,膏肓(고황): 약과 침이 미치지 못하는 것
sentence,扁鵲이 明於此하야 見齊侯가 病在骨髓하고,편작이 명어차하야 견제후가 병재골수하고,편작이 이런 데에 밝아서 제나라 제후가 병이 골수에 있는 것을 보고서,扁鵲(편작): 전설의 명의
sentence,斷之曰 不可救也라하니,단지왈 불가구야라하니,단정지어 말하기를 구제할 수 없다고 하니,
sentence,惜乎라 齊晉之侯는 不知 治未病之理라,석호라 제진지후는 부지 치미병지리라,애석하구나. 제나라와 진나라의 제후는 치미병의 이치를 알지 못하였구나,
paragraph,與其救療於有疾之後론 不若攝養於無疾之先이니 蓋疾成而藥者는 徒勞而已라 是故로 已病而後治는 所以爲醫家之法이요 未病而先治는 所以明攝生之理라 夫如是則思患而預防之者면 何患之有哉리오 此聖人不治已病治未病之意也라,여기구료어유질지후론 불약섭양어무질지선이니 개질성이약자는 도로이이라 시고로 이병이후치는 소이위의가지법이요 미병이선치는 소이명섭생지리라 부여시즉사환이예방지자면 하환지유재리오 차성인불치이병치미병지의야라,"질병이 있는 다음에 치료하는 것(치이병)과 비교해서 질병이 생기기 전에 섭생하고 양생하는 것만 같지 못하니 (질병이 있는 다음에 치료하는 것보다 질병이 생기기 전에 섭생, 양생하는 것이 낫다). 대체로 질병이 이루어진 다음에 약을 쓰는 것은 단지 힘쓴 것일 뿐이다(헛수고이다). 이러한 까닭으로 이미 병든 후에 치료하는 것은 의가의 법(의술)을 하는 것이요, 아직 병들기 전에 먼저 치료하는 것은 섭생의 이치를 밝히는 것이다. 무릇 이와 같다면 질병이 드는 것을 생각해서 미리 그것을 막는다면 어떤 질병이 있겠는가. 이것이 성인이 이미 병든 것을 치료하지 않고 아직 병들지 않은 것을 치료한 뜻이다.",與A不若B / 於 / 而 / 者 / 之 / 何患之有哉
paragraph,嘗云 備土以防水也에 若不以閉塞其涓涓之流면 則滔天之勢不能遏하고 備水以防火也에 若不以撲滅其熒熒之光이면 則燎原之焰不能止라 其水火旣盛도 尙不能止遏이어늘 況病之已成에 豈能治歟리오,상운 비토이방수야에 약불이폐색기연연지류면 즉도천지세불능알하고 비수이방화야에 약불이박멸기형형지광이면 즉요원지염불능지라 기수화기성도 상불능지알이어늘 황병지이성에 기능치여리오,"일찍이 이르기를 흙을 준비해 이로써 물을 막는 데에 있어서 만약 이로써 (흙을 가지고) 그 졸졸 흐르는 시냇물을 막지 않는다면 도천지세(하늘까지 넘쳐 흐르는 물)를 막을 수 없고, 물을 준비해서 이로써 불을 막는 데에 있어 만약 그 형형지광(깜빡거리는 불)을 완전히 없애지 않는다면 요원지염(언덕을 불사르는 불)을 없애지 못할 것이다. 그 물이나 불이 이미 왕성한 것도 막을 수 없거늘, 하물며 병이 이미 이루어졌을 때 어찌 능히 치료할 수 있겠는가.",물과 불의 비유
paragraph,故로 宜夜臥早起於發陳之春하고 早起夜臥於蕃秀之夏하야 以之緩形無怒而逐其志하고 以之食凉食寒而養其陽이니 聖人春夏治未病者如此요,고로 의야와조기어발진지춘하고 조기야와어번수지하하야 이지완형무노이축기지하고 이지식량식한이양기양이니 성인춘하치미병자여차요,"고로 마땅히 발진의 봄에는 밤에 자고 일찍 일어나야 하고, 번수의 여름에는 일찍 일어나고 밤에 자야 하며 (해가 떠있을 때 활동해야 한다), 이로써 형체를 느슨하게 하고 의지를 꺾지 않고 그 의지를 따르고, 이로써 서늘한 것을 먹어 양을 길러야 하니, 성인이 봄, 여름에 아직 병들지 않은 것을 치료하는 것이 이와 같다.",發陳之春 / 蕃秀之夏 / 怒
paragraph,與雞俱興於容平之秋하고 必待日光於閉藏之冬하야 以之斂神匿志而私其意하고 以之食溫食熱而養其陰이니 聖人秋冬治未病者如此라,여계구흥어용평지추하고 필대일광어폐장지동하야 이지렴신닉지이사기의하고 이지식온식열이양기음이니 성인추동치미병자여차라,"용평의 가을에는 닭과 더불어 함께 일어나고, 폐장의 겨울에는 반드시 햇볕을 기다려야 한다. 이로써 정신을 수렴하고 의지를 숨겨 그 뜻을 사사롭게 간직하고, 이로써 따뜻하고 뜨거운 것을 먹어 음을 길러야 하니, 성인이 가을, 겨울에 아직 병들지 않은 것을 치료하는 것이 이와 같다.",容 / 容平之秋 / 閉藏之冬
paragraph,或이 曰 “見肝之病에 先實其脾藏之虛면 則木邪不能傳하고 見右頰之赤에 先瀉其肺經之熱이면 則金邪不能盛하니 此乃 治未病之法이어늘 今以 順四時調養神志 而爲 治未病 者는 是何意耶오”,혹이 왈 견간지병에 선실기비장지허면 즉목사불능전하고 견우협지적에 선사기폐경지열이면 즉금사불능성하니 차내 치미병지법이어늘 금이 순사시조양신지 이위 치미병 자는 시하의야오,"혹자가 말하길, ""간의 병(문맥상 간의 기운이 실해서 병이 드는 것)을 보고서 그 비장의 허를 먼저 실하게 하면 곧 목사(간의 사기)가 전해질 수 없을 것이고(극토), 오른쪽 뺨의 붉은 기운을 보고서 그 폐 경맥의 열을 먼저 사한다면 곧 금사(폐의 사기)가 왕성해질 수 없을 것이니, 이것이 바로 아직 병들지 않은 상황을 다스리는 방법이거늘, 지금 사시를 따르고(계절에 맞춰 섭생하고) 신지(정신적 부분)를 조절하고 기르는 것(조양)을 가지고 아직 병들지 않은 것을 치료하는 것으로 여기는 것은 어떤 의미입니까?""",以A爲B
paragraph,蓋保身長全者는 所以爲 聖人之道요 治病十全者는 所以爲 上工之術이라,개보신장전자는 소이위 성인지도요 치병십전자는 소이위 상공지술이라,대개 몸을 보존하여서 오래도록 온전하게 하는 것은 성인의 도를 하는 방법이고 병을 치료하여 모든 것을 온전하게 하는 것은 상공의 술을 하는 방법이다.,所以 / 長 / 長全 / 十全 / 聖人 / 上工 / 道 / 術
paragraph,不治已病治未病之說은 著於四氣調神大論하니 厥有旨哉인저 昔 黃帝與天師難疑問答之書가 未嘗不以攝養爲先하니 始論乎天眞하고 次論乎調神하야 旣以法於陰陽 而繼之以調四氣하고 旣曰 食欲有節 而又繼之以 起居有常 하야 諄諄然以養身爲急務者는 意欲 治 未然之病 하야 無使至於 已病難圖 也라,불치이병치미병지설은 저어사기조신대론하니 궐유지재인저 석 황제여천사난의문답지서가 미상불이섭양위선하니 시론호천진하고 차론호조신하야 기이법어음양 이계지이조사기하고 기왈 식욕유절 이우계지이 기거유상 하야 순순연이양신위급무자는 의욕 치 미연지병 하야 무사지어 이병난도 야라,"불치이병치미병이라는 논의는 사기조신대론(황제내경의 편명)에 저술되어 있으니 그곳에 뜻이 있지 않은가. 황제와 천사가 어렵고 의문나는 것을 묻고 답하는 책(황제내경)이 일찍이 섭생하고 양생하는 것을 우선시하지 않은 적이 없으니 (매번 섭양을 우선시했다), 천진에 대해 처음에 논하고 그 다음 조신에 대해 논하여서, 이미(먼저. 먼저) 음양을 본받는 것으로써 설명하고 그것을 이어서 조사기를 가지고 이어주고 (이미 법어음양한다고 해놓고 이어서 조사기한다고 하고), 이미 식욕에 절제가 있어야 한다 하고 또 이어서 기거에 일정함이 있어야 한다고 이어주어, 간절하게 양생을 가지고서 급무로 여긴 것은 그 뜻이 아직 그러하지 않은 병을 치료하여서 (사람들로) 하여금 이미 병들어 도모하기 어려운 (치료 전략을 짜기 어려운) 상태로 이르지 않게 하고자 함이다.",厥 / 旨 / 皇帝內經 / 旣~而繼之 / 諄諄然
paragraph,厥後에 秦緩이 達於此하야 見晉侯가 病在膏肓하고 語之曰 不可爲也라하고 扁鵲이 明於此하야 見齊侯가 病在骨髓하고 斷之曰 不可救也라하니 惜乎라 齊晉之侯는 不知 治未病之理라,궐후에 진완이 달어차하야 견진후가 병재고황하고 어지왈 불가위야라하고 편작이 명어차하야 견제후가 병재골수하고 단지왈 불가구야라하니 석호라 제진지후는 부지 치미병지리라,"그 후에(황제내경이 있은 뒤에) 진완이 이것에 통달하여 진나라의 제후가 병이 고황에 있는 것을 보고서 어찌할 수 없다고 하고, 편작이 이런 데에 밝아서 제나라 제후가 병이 골수에 있는 것을 보고서 단정지어 말하기를 구제할 수 없다고 하니, 애석하구나. 제나라와 진나라의 제후는 치미병의 이치를 알지 못하였구나.",秦緩 / 膏肓 / 扁鵲
char,於,어조사 어,~을/를 (뒤를 목적어로 만든다),
char,徒,무리 도,"문장 앞에서는 ""다만"" 으로 쓰인다",
char,夫,"아비 부, 무릇 부","문장 앞에서 무릇, 보통, 대체로",
char,何,어찌 하,"어찌, 어느, 어떠한",
char,哉,어조사 재,,
char,意,뜻 으,,
word,若,같을 약,문장 앞에서 만약으로 해석,
word,涓涓之流,연연지류,졸졸 흐르는 물,
word,滔天之勢,도천지세,하늘까지 넘쳐 흐르는 물,
word,遏,막을 알,,
char,滔,넘칠 도,,
char,勢,"기세 세, 형세 세",,
word,撲滅,박멸,모조리 잡아 없앰,
char,撲,칠 박,,
char,滅,멸할 멸,,
word,熒熒之光,형형지광,깜빡거리는 불빛,
word,燎原之焰,요원지염,언덕을 불사르는 불,
char,焰,불꽃 염,,
word,況,"상황 황, 하물며 황",,
word,豈,어찌 기,,
word,歟,어조사 여,의문을 나타내는 어조사,
word,宜,마땅 의,,
char,緩,느릴 완,"완급할 때 그 ""완""",
char,逐,쫓을 축,,
char,志,뜻 지,,
word,食凉食寒,식량식한,서늘한 것을 먹는다,
char,凉,서늘할 량,물가 옆에 정자 이미지,
char,雞,닭 계,,
word,斂神,렴신,정신을 모으다,
char,斂,거들 염,거두다 모으다,수렴하다 할 때 렴
word,匿志,닉지,뜻을 숨기다,
char,匿,숨길 닉,,
word,食溫食熱,식온식열,,
word,脾藏之虛,비장지허,비장의 허,
word,木邪,목사,간의 사기,
word,右頰,우협,오른쪽 뺨,
word,右頰之赤,우협지적,오른쪽 뺨의 붉은 기운,
char,瀉,덜 사,,
word,肺經之熱,폐경지열,폐 경맥의 열,
word,金邪,금사,폐의 사기,
word,順四時,순사시,사시를 따르다,
char,順,순할 순,"순하다, 따르다",
word,調養神志,조양신지,"신지를 조양하다
신지 : 정신 적인 것
조양 : 조절하고 기르다",
char,調,고를 조,조절하다,
char,耶,어조사 야,,
char,說,말씀 설,,
char,著,나타날 저,"저자, 저술하다 할 때 저",
word,四氣調神大論,사기조신대론,황제내경의 편명,
char,昔,예 석,,
char,與,더불 여,,
word,難疑問答,난의문답,어렵고 의문스러운 것을 묻고 답함,
char,嘗,일찍이 상,,
char,始,비로소 시,,
char,次,버금 차,"다음에, 이어서",
word,天眞,천진,타고난 참된 기운,황제내경 - 상고천진론
word,調神,조신,정신을 조절함,황제내경-사기조신대론
word,而繼之,이계지,"旣 ~ 而繼之
이미 ~하고 이어서",
word,食欲有節,식욕유절,식욕을 절제하기,
word,起居有常,기거유상,규칙적인 일상생활,
char,居,살 거,,
char,常,항상 상,,
word,急務,급무,빨리 처리해야할 일,
word,已病難圖,이병난도,이미 병들어 도모하기 어렵다,
word,晉侯,진후,진나라의 제후,
word,惜乎,석호,애석하다,
char,惜,아낄 석,애석하다,
